,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,364315,Antony,22, AM(R),174,63,1,1,0.0,58,1,0,0,0,3.0,71.4,0.0,0,7.32
1,122366,Anthony Martial,26," AM(LR),FW",181,76,0(1),0,1.0,45,0,1,0,0,0.0,81.8,0.0,0,7.22
2,300299,Marcus Rashford,24," AM(CLR),FW",180,70,6,6,0.0,523,3,2,1,0,2.5,73.2,1.2,2,7.16
3,123761,Bruno Fernandes,28, M(CLR),179,69,6,6,0.0,540,1,1,2,0,1.8,75.8,0.7,0,7.14
4,353418,Diogo Dalot,23," D(LR),M(R)",183,76,6,6,0.0,536,0,1,3,0,0.7,73.0,2.0,1,7.08
5,336915,Scott McTominay,25," D(C),DMC",193,88,5(1),5,1.0,483,0,0,4,0,0.5,82.4,2.0,0,6.86
6,93206,Raphaël Varane,29, D(C),191,81,4(1),4,1.0,405,0,0,1,0,0.2,80.9,2.0,0,6.84
7,346300,Jadon Sancho,22, AM(CLR),180,76,6,6,0.0,424,2,0,0,0,0.7,82.8,0.3,0,6.72
8,340105,Lisandro Martínez,24," D(CL),DMC",175,77,6,6,0.0,486,0,0,2,0,0.5,84.6,0.8,0,6.7
9,79554,David de Gea,31, GK,192,76,6,6,0.0,540,0,0,0,0,0.0,55.3,0.3,0,6.64
10,345303,Tyrell Malacia,23, D(L),169,67,4(2),4,2.0,406,0,0,1,0,0.2,82.8,0.7,0,6.63
11,88526,Casemiro,30, DMC,185,84,0(3),0,3.0,51,0,0,0,0,0.0,79.1,1.3,0,6.53
12,413211,Anthony Elanga,20, AM(LR),178,0,3(2),3,2.0,217,0,1,0,0,0.6,79.7,1.2,0,6.5
13,69344,Christian Eriksen,30," M(CLR),FW",182,76,6,6,0.0,533,0,1,1,0,2.0,79.2,0.5,0,6.48
14,99487,Harry Maguire,29, D(C),194,100,2(1),2,1.0,190,0,0,3,0,0.3,89.5,1.7,0,6.25
15,5583,Cristiano Ronaldo,37," M(L),FW",187,83,1(5),1,5.0,207,0,0,0,0,2.0,76.4,1.8,0,6.21
16,118244,Luke Shaw,27," D(CL),M(L)",185,75,2,2,0.0,136,0,0,1,0,0.5,82.1,0.5,0,6.14
17,331924,Aaron Wan-Bissaka,24," D(R),M(R)",183,72,0(1),0,1.0,4,0,0,0,0,0.0,0.0,1.0,0,6.11
18,114397,Fred,29, M(C),169,64,2(4),2,4.0,145,0,0,1,0,0.2,80.0,0.0,0,6.05
19,275035,Donny van de Beek,25, M(C),184,76,0(3),0,3.0,19,0,0,0,0,0.0,92.3,0.7,0,6.03
20,437022,Alejandro Garnacho,18, Midfielder,180,80,0(1),0,1.0,1,0,0,0,0,0.0,0.0,0.0,0,6.0
