,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,29400,Robert Lewandowski,34, FW,185,81,33,33,0.0,2959,22,7,2,0,4.4,77.5,1.7,5,7.65
1,74939,Thiago,31, M(C),174,70,26(4),26,4.0,2409,2,6,5,0,0.8,91.8,1.2,3,7.59
2,283323,Joshua Kimmich,27," D(CR),DMC,M(R)",177,75,34,34,0.0,3060,2,13,4,0,0.7,90.5,0.7,4,7.49
3,125883,Kingsley Coman,26," M(LR),FW",180,76,17(4),17,4.0,1392,6,4,2,0,1.5,85.0,0.6,2,7.34
4,71182,James Rodríguez,31," AM(CLR),FW",180,75,13(7),13,7.0,1143,7,3,2,0,1.8,87.1,0.2,3,7.24
5,37099,Thomas Müller,33," M(CLR),FW",185,76,28(4),28,4.0,2391,6,9,1,0,2.0,74.7,1.6,3,7.19
6,21541,Mats Hummels,33, D(C),191,94,20(1),20,1.0,1776,1,1,1,0,0.9,89.4,4.0,0,7.17
7,119501,Serge Gnabry,27," AM(CLR),FW",176,77,21(9),21,9.0,1774,10,5,0,0,2.2,83.4,0.2,3,7.15
8,39722,David Alaba,30," D(CL),M(CL)",180,78,29(2),29,2.0,2534,3,3,4,0,1.5,85.5,0.8,0,7.01
9,115519,Leon Goretzka,27, M(CR),189,82,23(7),23,7.0,2021,8,4,3,0,1.8,87.5,1.3,1,6.96
10,129983,Niklas Süle,27, D(CR),195,99,29(2),29,2.0,2652,2,0,3,0,0.6,92.9,2.6,0,6.96
11,14091,Javi Martínez,34," D(C),M(C)",192,86,16(5),16,5.0,1313,3,0,3,0,0.9,87.8,2.5,1,6.88
12,23589,Jérôme Boateng,34, D(CR),192,90,19(1),19,1.0,1694,0,2,1,0,0.7,89.0,1.5,0,6.87
13,9016,Franck Ribéry,39," AM(CL),FW",170,72,10(15),10,15.0,1168,6,3,3,0,1.0,82.5,0.0,1,6.77
14,134894,Corentin Tolisso,28," D(R),M(CR)",181,81,1(1),1,1.0,52,1,0,0,0,0.5,79.1,1.0,0,6.73
15,13755,Rafinha,37," D(CLR),M(R)",172,65,9(7),9,7.0,897,1,1,1,0,0.3,93.3,0.4,0,6.67
16,4173,Arjen Robben,38," M(CLR),FW",180,80,7(5),7,5.0,564,4,0,0,1,1.8,79.4,0.5,1,6.61
17,299450,Renato Sanches,25, M(CR),176,70,4(13),4,13.0,567,1,1,1,1,1.0,90.8,0.1,0,6.36
18,35506,Sven Ulreich,34, GK,192,87,8(1),8,1.0,757,0,0,0,0,0.0,80.4,0.1,0,6.35
19,13754,Manuel Neuer,36, GK,193,93,26,26,0.0,2303,0,0,1,0,0.0,81.6,0.2,0,6.34
20,320040,Alphonso Davies,21," D(L),M(LR)",183,75,0(6),0,6.0,74,1,0,1,0,0.3,87.1,0.2,0,6.24
21,366868,Woo-Yeong Jeong,23," AM(CR),FW",179,69,0(1),0,1.0,4,0,0,0,0,1.0,50.0,0.0,0,6.23
22,22669,Sandro Wagner,34, FW,194,92,1(6),1,6.0,140,0,0,2,0,0.4,66.7,1.0,0,6.17
23,354599,Meritan Shabani,23, Midfielder,185,78,0(1),0,1.0,1,0,0,0,0,0.0,66.7,1.0,0,6.0
